0	0	0
0.009950042	0.000998334	0.01
0.019601332	0.003973387	0.02
0.028660095	0.008865606	0.03
0.03684244	0.015576734	0.04
0.043879128	0.023971277	0.05
0.049520137	0.033878548	0.06
0.053538953	0.045095238	0.07
0.055736537	0.057388487	0.08
0.055944897	0.070499422	0.09
0.054030231	0.084147098	0.1
0.049895573	0.09803281	0.11
0.043482931	0.11184469	0.12
0.034774848	0.125262564	0.13
0.0237954	0.137962962	0.14
0.01061058	0.149624248	0.15
-0.004671924	0.159931776	0.16
-0.021903564	0.168583018	0.17
-0.040896377	0.175292574	0.18
-0.061425018	0.179797017	0.19
-0.083229367	0.181859485	0.2
-0.106017682	0.181273967	0.21
-0.129470246	0.177869209	0.22
-0.153243485	0.171512199	0.23
-0.176974492	0.162111163	0.24
-0.200285904	0.149618036	0.25
-0.222791076	0.134030357	0.26
-0.244099478	0.115392568	0.27
-0.263822255	0.093796682	0.28
-0.281577868	0.069382305	0.29
-0.296997749	0.042336002	0.3
-0.309731897	0.012890005	0.31
-0.319454328	-0.018679726	0.32
-0.325868324	-0.052056079	0.33
-0.328711385	-0.086883975	0.34
-0.327759841	-0.12277413	0.35
-0.32283303	-0.15930736	0.36
-0.313797012	-0.196039372	0.37
-0.300567731	-0.232505999	0.38
-0.283113599	-0.268228802	0.39
-0.261457448	-0.302720998	0.4
-0.235677818	-0.335493616	0.41
-0.205909545	-0.366061824	0.42
-0.172343644	-0.393951353	0.43
-0.135226463	-0.418704913	0.44
-0.09485811	-0.439888553	0.45
-0.051590162	-0.457097862	0.46
-0.005822672	-0.469963931	0.47
0.041999512	-0.478159012	0.48
0.091391061	-0.48140178	0.49
0.141831093	-0.479462137	0.5
0.192768649	-0.472165488	0.51
0.243628669	-0.459396421	0.52
0.293818398	-0.441101744	0.53
0.342734153	-0.417292823	0.54
0.389768376	-0.388047179	0.55
0.434316892	-0.353509317	0.56
0.475786287	-0.313890759	0.57
0.51360132	-0.269469264	0.58
0.547212274	-0.220587232	0.59
0.576102172	-0.167649299	0.6
0.599793747	-0.111119128	0.61
0.6178561	-0.05151543	0.62
0.629910941	0.010592757	0.63
0.635638348	0.074591491	0.64
0.634781957	0.139827992	0.65
0.627153511	0.2056173	0.66
0.612636709	0.271249447	0.67
0.591190293	0.335997079	0.68
0.562850319	0.399123437	0.69
0.527731578	0.459890619	0.7
0.486028133	0.517568018	0.71
0.438012946	0.571440862	0.72
0.384036588	0.620818733	0.73
0.324525022	0.665043991	0.74
0.259976488	0.703499983	0.75
0.19095748	0.735618951	0.76
0.118097874	0.76088954	0.77
0.042085228	0.778863809	0.78
-0.036341679	0.78916366	0.79
-0.116400027	0.791486597	0.8
-0.197270765	0.785610747	0.81
-0.278106986	0.771399056	0.82
-0.358042781	0.748802622	0.83
-0.436202469	0.717863083	0.84
-0.511710117	0.678714046	0.85
-0.583699241	0.631581504	0.86
-0.651322582	0.57678323	0.87
-0.713761852	0.51472713	0.88
-0.770237336	0.445908562	0.89
-0.820017236	0.370906637	0.9
-0.862426658	0.29037951	0.91
-0.896856132	0.205058721	0.92
-0.922769553	0.115742614	0.93
-0.93971146	0.0232889	0.94
-0.947313548	-0.071393564	0.95
-0.945300342	-0.16735371	0.96
-0.933493933	-0.263607808	0.97
-0.911817747	-0.359149547	0.98
-0.880299241	-0.452960535	0.99
-0.839071529	-0.544021111	1
-0.788373862	-0.631321355	1.01
-0.728550965	-0.713872181	1.02
-0.66005121	-0.790716384	1.03
-0.583423628	-0.860939528	1.04
-0.499313774	-0.923680548	1.05
-0.408458482	-0.978141947	1.06
-0.311679531	-1.023599467	1.07
-0.209876299	-1.059411128	1.08
-0.104017448	-1.085025516	1.09
0.004868268	-1.099989227	1.1
0.11570199	-1.103953373	1.11
0.227365447	-1.096679057	1.12
0.338712238	-1.078041752	1.13
0.448579588	-1.048034519	1.14
0.555800473	-1.006770001	1.15
0.659215971	-0.95448117	1.16
0.757687716	-0.891520793	1.17
0.850110325	-0.8183596	1.18
0.935423652	-0.735583164	1.19
1.01262475	-0.643887502	1.2
1.080779395	-0.544073432	1.21
1.139033046	-0.437039724	1.22
1.18662112	-0.323775103	1.23
1.222878455	-0.205349178	1.24
1.247247849	-0.082902372	1.25
1.259287578	0.042365039	1.26
1.258677787	0.169204693	1.27
1.245225684	0.296332576	1.28
1.218869449	0.422442026	1.29
1.179680816	0.546217148	1.3
1.127866268	0.666346518	1.31
1.063766824	0.781537039	1.32
0.9878564	0.890527784	1.33
0.900738732	0.992103693	1.34
0.803142895	1.085108976	1.35
0.69591743	1.168460068	1.36
0.580023126	1.241157997	1.37
0.456524532	1.302300024	1.38
0.326580248	1.351090427	1.39
0.191432105	1.386850298	1.4
0.052393323	1.409026238	1.41
-0.089164247	1.417197847	1.42
-0.231823644	1.411083909	1.43
-0.374136993	1.390547198	1.44
-0.514640187	1.355597831	1.45
-0.651867941	1.306395111	1.46
-0.784369048	1.243247842	1.47
-0.910721675	1.16661306	1.48
-1.029548549	1.077093211	1.49
-1.139531869	0.97543176	1.5
-1.239427773	0.862507273	1.51
-1.328080214	0.739326007	1.52
-1.404434094	0.607013077	1.53
-1.467547492	0.466802269	1.54
-1.516602867	0.320024597	1.55
-1.550917095	0.168095698	1.56
-1.569950221	0.012502199	1.57
-1.573312822	-0.145212823	1.58
-1.560771894	-0.303465144	1.59
-1.532255169	-0.460645307	1.6
-1.487853808	-0.615134982	1.61
-1.427823434	-0.765323618	1.62
-1.352583451	-0.909625202	1.63
-1.262714655	-1.046494959	1.64
-1.158955145	-1.174445815	1.65
-1.042194539	-1.29206445	1.66
-0.913466558	-1.398026769	1.67
-0.773940027	-1.491112616	1.68
-0.624908366	-1.570219582	1.69
-0.467777675	-1.634375736	1.7
-0.304053512	-1.682751159	1.71
-0.135326495	-1.714668114	1.72
0.036743138	-1.729609766	1.73
0.210441864	-1.727227322	1.74
0.384019936	-1.70734551	1.75
0.555709009	-1.669966316	1.76
0.723740149	-1.615270936	1.77
0.886362041	-1.543619879	1.78
1.041859212	-1.45555123	1.79
1.188570075	-1.351777044	1.8
1.324904611	-1.233177916	1.81
1.449361496	-1.100795737	1.82
1.56054449	-0.955824719	1.83
1.657177917	-0.799600745	1.84
1.738121053	-0.633589144	1.85
1.802381279	-0.459371011	1.86
1.849125831	-0.278628178	1.87
1.87769203	-0.093127005	1.88
1.887595858	0.09529888	1.89
1.878538775	0.284766698	1.9
1.850412697	0.473363337	1.91
1.803303066	0.659164663	1.92
1.73748994	0.840255146	1.93
1.653447108	1.014747584	1.94
1.551839191	1.180802746	1.95
1.433516747	1.336648695	1.96
1.299509423	1.480599628	1.97
1.151017187	1.611074	1.98
0.989399732	1.72661176	1.99
0.816164124	1.825890501	2
0.632950824	1.907740353	2.01
0.441518203	1.971157446	2.02
0.243725688	2.015315804	2.03
0.04151572	2.039577516	2.04
-0.163105313	2.043501078	2.05
-0.36808699	2.026847791	2.06
-0.5713554	1.98958614	2.07
-0.770834118	1.931894087	2.08
-0.964465412	1.854159235	2.09
-1.150231446	1.756976841	2.1
-1.326175272	1.641145681	2.11
-1.49042139	1.507661793	2.12
-1.641195663	1.35771013	2.13
-1.776844373	1.192654215	2.14
-1.895852214	1.014023857	2.15
-1.996859034	0.823501062	2.16
-2.078675129	0.622904253	2.17
-2.140294938	0.414170953	2.18
-2.180908968	0.199339091	2.19
-2.199913818	-0.01947288	2.2
-2.196920183	-0.240086876	2.21
-2.171758737	-0.460286854	2.22
-2.124483813	-0.677841078	2.23
-2.055374833	-0.89052473	2.24
-1.96493544	-1.096142653	2.25
-1.853890336	-1.292551981	2.26
-1.723179826	-1.477684434	2.27
-1.573952118	-1.649568044	2.28
-1.407553421	-1.806348075	2.29
-1.225515947	-1.94630693	2.3
-1.029543901	-2.06788282	2.31
-0.821497601	-2.169687003	2.32
-0.603375864	-2.250519399	2.33
-0.377296837	-2.309382406	2.34
-0.145477441	-2.345492766	2.35
0.089788356	-2.358291341	2.36
0.32615224	-2.347450685	2.37
0.56123499	-2.312880301	2.38
0.792650424	-2.254729541	2.39
1.018029618	-2.173388069	2.4
1.235045135	-2.069483876	2.41
1.441435043	-1.943878859	2.42
1.635026444	-1.797661962	2.43
1.813758293	-1.632139962	2.44
1.97570326	-1.448825948	2.45
2.119088398	-1.249425612	2.46
2.242314406	-1.035821463	2.47
2.343973275	-0.810055113	2.48
2.42286412	-0.574307808	2.49
2.47800703	-0.330879375	2.5
2.508654775	-0.082165802	2.51
2.514302233	0.169364343	2.52
2.494693422	0.421194409	2.53
2.449826054	0.670784844	2.54
2.379953536	0.915598803	2.55
2.285584389	1.153127921	2.56
2.167479057	1.380918005	2.57
2.026644137	1.596594357	2.58
1.864324051	1.797886491	2.59
1.681990238	1.982651971	2.6
1.481327959	2.148899132	2.61
1.264220817	2.294808429	2.62
1.032733155	2.418752205	2.63
0.789090473	2.519312649	2.64
0.535658069	2.595297754	2.65
0.274918094	2.645755099	2.66
0.009445254	2.669983293	2.67
-0.258118617	2.667540961	2.68
-0.525090838	2.638253136	2.69
-0.788774784	2.582215007	2.7
-1.046487118	2.499792934	2.71
-1.295585091	2.391622728	2.72
-1.533493623	2.258605169	2.73
-1.757731893	2.101898806	2.74
-1.965939164	1.922910087	2.75
-2.155899571	1.723280894	2.76
-2.325565617	1.504873604	2.77
-2.47308012	1.269753803	2.78
-2.596796395	1.020170811	2.79
-2.695296426	0.758536207	2.8
-2.767406854	0.487400556	2.81
-2.812212595	0.209428557	2.82
-2.82906792	-0.072627139	2.83
-2.817604893	-0.355953178	2.84
-2.777739036	-0.637703575	2.85
-2.709672162	-0.915028291	2.86
-2.613892326	-1.185102066	2.87
-2.491170863	-1.445153187	2.88
-2.342556536	-1.692491913	2.89
-2.169366836	-1.924538264	2.9
-1.973176483	-2.138848889	2.91
-1.755803252	-2.333142718	2.92
-1.519291234	-2.505325158	2.93
-1.26589169	-2.653510548	2.94
-0.998041672	-2.776042655	2.95
-0.718340625	-2.871512972	2.96
-0.429525175	-2.938776637	2.97
-0.134442375	-2.976965779	2.98
0.163978364	-2.985500142	2.99
0.46275435	-2.964094872	3
0.758879418	-2.912765358	3.01
1.049354182	-2.831829056	3.02
1.331216405	-2.721904275	3.03
1.601571198	-2.583905899	3.04
1.857620727	-2.41903808	3.05
2.096693136	-2.22878395	3.06
2.316270375	-2.014892441	3.07
2.514014653	-1.779362337	3.08
2.687793233	-1.524423674	3.09
2.835701309	-1.252516701	3.1
2.956082725	-0.966268557	3.11
3.047548299	-0.668467926	3.12
3.108991568	-0.362037882	3.13
3.139601771	-0.050007209	3.14
3.138873909	0.264519535	3.15
3.106615787	0.578392904	3.16
3.042951926	0.888450098	3.17
2.948324292	1.191546838	3.18
2.823489825	1.48458924	3.19
2.669514754	1.76456538	3.2
2.487765757	2.028576234	3.21
2.279898023	2.273865652	3.22
2.047840315	2.497849083	3.23
1.793777185	2.698140732	3.24
1.520128481	2.872578877	3.25
1.22952636	3.019249067	3.26
0.924790003	3.136504974	3.27
0.608898294	3.222986638	3.28
0.284960713	3.277635946	3.29
-0.043813266	3.299709138	3.3
-0.37414597	3.288786219	3.31
-0.702724202	3.244777141	3.32
-1.026232476	3.1679247	3.33
-1.341386461	3.058804074	3.34
-1.644966325	2.918319001	3.35
-1.933849607	2.747694615	3.36
-2.20504331	2.54846699	3.37
-2.455714874	2.322469474	3.38
-2.683221699	2.071815946	3.39
-2.885138934	1.798881133	3.4
-3.059285218	1.506278181	3.41
-3.20374611	1.196833682	3.42
-3.316894967	0.873560402	3.43
-3.397411023	0.539627967	3.44
-3.444294485	0.198331799	3.45
-3.456878478	-0.1469394	3.46
-3.43483769	-0.492737297	3.47
-3.378193614	-0.835588361	3.48
-3.28731632	-1.172028759	3.49
-3.162922718	-1.498639343	3.5
-3.006071298	-1.812080392	3.51
-2.818153404	-2.109125741	3.52
-2.600881081	-2.386695959	3.53
-2.356271632	-2.641890232	3.54
-2.086628988	-2.87201662	3.55
-1.794522095	-3.074620375	3.56
-1.482760493	-3.247510018	3.57
-1.154367336	-3.38878091	3.58
-0.812550102	-3.496836046	3.59
-0.460669283	-3.570403872	3.6
-0.102205355	-3.608552905	3.61
0.259275643	-3.610702998	3.62
0.620157584	-3.576633133	3.63
0.976810431	-3.506485617	3.64
1.325626741	-3.400766641	3.65
1.663058156	-3.260343167	3.66
1.985651485	-3.086436162	3.67
2.29008402	-2.88061021	3.68
2.573197734	-2.644759615	3.69
2.832031992	-2.381091093	3.7
3.063854455	-2.092103218	3.71
3.266189837	-1.780562817	3.72
3.436846227	-1.44947853	3.73
3.573938691	-1.10207179	3.74
3.675909903	-0.741745499	3.75
3.741547577	-0.372050712	3.76
3.769998513	0.003348351	3.77
3.760779097	0.380710627	3.78
3.713782121	0.756255483	3.79
3.629279847	1.126200599	3.8
3.507923259	1.486800057	3.81
3.350737489	1.834382261	3.82
3.159113448	2.165387315	3.83
2.934795722	2.476403455	3.84
2.679866843	2.764202182	3.85
2.396728063	3.025771735	3.86
2.088076823	3.258348536	3.87
1.756881113	3.459446307	3.88
1.406350979	3.626882535	3.89
1.039907436	3.758802007	3.9
0.661149102	3.853697168	3.91
0.273816868	3.910425082	3.92
-0.118243045	3.928220791	3.93
-0.511117277	3.906706942	3.94
-0.900864391	3.84589955	3.95
-1.283554413	3.746209827	3.96
-1.655308456	3.608442034	3.97
-2.012338032	3.433787362	3.98
-2.350983637	3.223813881	3.99
-2.667752247	2.980452642	4
-2.959353301	2.705980052	4.01
-3.222732843	2.402996675	4.02
-3.455105434	2.074402671	4.03
-3.653983518	1.723370086	4.04
-3.817203939	1.353312266	4.05
-3.942951309	0.967850699	4.06
-4.029777992	0.570779583	4.07
-4.07662048	0.16602849	4.08
-4.082811975	-0.242376519	4.09
-4.048091038	-0.650352942	4.1
-3.972606196	-1.053802642	4.11
-3.856916442	-1.448653016	4.12
-3.701987595	-1.830898098	4.13
-3.509184555	-2.196639196	4.14
-3.280259493	-2.542124635	4.15
-3.017336083	-2.863788219	4.16
-2.72288992	-3.158286004	4.17
-2.399725299	-3.422531006	4.18
-2.050948569	-3.653725491	4.19
-1.679938323	-3.849390501	4.2
-1.290312699	-4.007392312	4.21
-0.885894119	-4.125965537	4.22
-0.470671801	-4.203732634	4.23
-0.048762417	-4.239719593	4.24
0.375630722	-4.233367638	4.25
0.798259537	-4.184540801	4.26
1.214873707	-4.093529269	4.27
1.62126341	-3.961048467	4.28
2.01330186	-3.788233839	4.29
2.386987197	-3.576631393	4.3
2.738483325	-3.328184051	4.31
3.064159261	-3.045213954	4.32
3.360626604	-2.730400855	4.33
3.62477473	-2.386756828	4.34
3.853803362	-2.017597495	4.35
4.04525215	-1.626510082	4.36
4.197026978	-1.217318589	4.37
