sample_id,category,family,variant,severity,seed,applicable,status,reason,expected_axis,expected_page,expected_bbox,target_page,target_bbox,localization_applicable,predicted_page,predicted_bbox,components,variant_id,artifact_kind,is_ai_output,source_pdf,candidate_pdf,metric_adapter,axis_content,axis_layout,axis_typography,axis_appearance,axis_structure,axis_pagination
07_figures_captions_001,07_figures_captions,figure_and_caption,figure_occlusion,1,20260715,true,applied,,content+appearance,0,"[0.481774, 0.377074, 0.518226, 0.38383]",0,"[0.481774, 0.377074, 0.518226, 0.38383]",true,0,"[0.4803921568627451, 0.37575757575757573, 0.5196078431372549, 0.38484848484848483]",,822a9a3e8662e337,controlled_reference_perturbation,false,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_001/reference.pdf,,pdf_metric_axes_v1.evaluate_pdf_pair,1.0,1.0,1.0,0.9877400899060074,,1.0
07_figures_captions_001,07_figures_captions,figure_and_caption,figure_occlusion,2,20260715,true,applied,,content+appearance,0,"[0.451397, 0.371444, 0.548603, 0.38946]",0,"[0.451397, 0.371444, 0.548603, 0.38946]",true,0,"[0.45, 0.3704545454545455, 0.55, 0.39015151515151514]",,3ee067d85f5f87b2,controlled_reference_perturbation,false,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_001/reference.pdf,results/metric_research_v1/category_audit_repeat_v1/07_figures_captions/audit/07_figures_captions_001__figure_occlusion__s2.pdf,pdf_metric_axes_v1.evaluate_pdf_pair,1.0,1.0,1.0,0.9358242183718903,,1.0
07_figures_captions_001,07_figures_captions,figure_and_caption,figure_occlusion,3,20260715,true,applied,,content+appearance,0,"[0.393681, 0.360748, 0.606319, 0.400156]",0,"[0.393681, 0.360748, 0.606319, 0.400156]",true,0,"[0.39215686274509803, 0.35984848484848486, 0.6078431372549019, 0.40075757575757576]",,5ab882224154008d,controlled_reference_perturbation,false,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_001/reference.pdf,,pdf_metric_axes_v1.evaluate_pdf_pair,1.0,1.0,1.0,0.764994461148916,,1.0
07_figures_captions_002,07_figures_captions,figure_and_caption,figure_occlusion,1,20260715,true,applied,,content+appearance,0,"[0.481774, 0.422786, 0.518226, 0.43987]",0,"[0.481774, 0.422786, 0.518226, 0.43987]",true,0,"[0.47549019607843135, 0.4174242424242424, 0.5196078431372549, 0.4409090909090909]",,596d5d1db86e21dc,controlled_reference_perturbation,false,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_002/reference.pdf,,pdf_metric_axes_v1.evaluate_pdf_pair,0.9814814814814815,1.0,0.9814814814814815,0.983680644436902,,1.0
07_figures_captions_002,07_figures_captions,figure_and_caption,figure_occlusion,2,20260715,true,applied,,content+appearance,0,"[0.451397, 0.408549, 0.548603, 0.454107]",0,"[0.451397, 0.408549, 0.548603, 0.454107]",true,0,"[0.4470588235294118, 0.4075757575757576, 0.55, 0.4553030303030303]",,48adf3a153071b4d,controlled_reference_perturbation,false,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_002/reference.pdf,results/metric_research_v1/category_audit_repeat_v1/07_figures_captions/audit/07_figures_captions_002__figure_occlusion__s2.pdf,pdf_metric_axes_v1.evaluate_pdf_pair,0.9532710280373832,1.0,0.9532710280373832,0.8912322179399816,,1.0
07_figures_captions_002,07_figures_captions,figure_and_caption,figure_occlusion,3,20260715,true,applied,,content+appearance,0,"[0.393681, 0.381499, 0.606319, 0.481157]",0,"[0.393681, 0.381499, 0.606319, 0.481157]",true,0,"[0.39215686274509803, 0.3803030303030303, 0.6107843137254902, 0.4818181818181818]",,e9b8c04956e0b426,controlled_reference_perturbation,false,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_002/reference.pdf,,pdf_metric_axes_v1.evaluate_pdf_pair,0.9433962264150944,0.9999989124574061,0.9433962264150944,0.664266681618435,,1.0
07_figures_captions_003,07_figures_captions,figure_and_caption,figure_occlusion,1,20260715,true,applied,,content+appearance,0,"[0.481774, 0.511373, 0.518226, 0.539767]",0,"[0.481774, 0.511373, 0.518226, 0.539767]",true,0,"[0.4803921568627451, 0.5106060606060606, 0.5196078431372549, 0.5409090909090909]",,fac1060f9a66b88c,controlled_reference_perturbation,false,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_003/reference.pdf,,pdf_metric_axes_v1.evaluate_pdf_pair,1.0,1.0,1.0,0.9708667152221413,,1.0
07_figures_captions_003,07_figures_captions,figure_and_caption,figure_occlusion,2,20260715,true,applied,,content+appearance,0,"[0.451397, 0.487712, 0.548603, 0.563428]",0,"[0.451397, 0.487712, 0.548603, 0.563428]",true,0,"[0.45, 0.4863636363636364, 0.55, 0.5643939393939394]",,16deee4377a845c2,controlled_reference_perturbation,false,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_003/reference.pdf,results/metric_research_v1/category_audit_repeat_v1/07_figures_captions/audit/07_figures_captions_003__figure_occlusion__s2.pdf,pdf_metric_axes_v1.evaluate_pdf_pair,1.0,1.0,1.0,0.835422411631988,,1.0
07_figures_captions_003,07_figures_captions,figure_and_caption,figure_occlusion,3,20260715,true,applied,,content+appearance,0,"[0.393681, 0.442756, 0.606319, 0.608384]",0,"[0.393681, 0.442756, 0.606319, 0.608384]",true,0,"[0.38823529411764707, 0.4348484848484849, 0.6098039215686275, 0.6189393939393939]",,e144ed570d5c7e6e,controlled_reference_perturbation,false,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_003/reference.pdf,,pdf_metric_axes_v1.evaluate_pdf_pair,0.9635036496350364,1.0,0.9635036496350364,0.5465620471310298,,1.0
07_figures_captions_004,07_figures_captions,figure_and_caption,figure_occlusion,1,20260715,true,applied,,content+appearance,0,"[0.481774, 0.458501, 0.518226, 0.476612]",0,"[0.481774, 0.458501, 0.518226, 0.476612]",true,0,"[0.4803921568627451, 0.4575757575757576, 0.5235294117647059, 0.4772727272727273]",,3c5e5e8ff1fe0127,controlled_reference_perturbation,false,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_004/reference.pdf,,pdf_metric_axes_v1.evaluate_pdf_pair,0.9775280898876404,1.0,0.9775280898876404,0.990346830746449,,1.0
