sample_id,status,reason,page_count,compile_seconds,source_path,package,source_family,document_form,construct_tags,size_bucket,nonblank_lines,source_chars,sha256_source,sha256_pdf,corpus_dir
lualatex_autotype_de_d51b0e8c,rejected,pdflatex_failed,0,0.5331250409944914,/usr/local/texlive/2026/texmf-dist/doc/lualatex/autotype/autotype-de.tex,lualatex,texlive_ctan_doc,compact_paper,citations_bibliography;color;crossrefs;custom_environments;custom_macros;fonts_symbols;footnotes;inline_math;lists;minipage_boxes;poster_blocks;text_sectioning,large,1268,81780,6163824cd647963aeb6d41c84ddec75fe3bd9d7b941dbe427708bfa20caaa4a1,,
elegantpaper_elegantpaper_cn_390409bb,rejected,pdflatex_failed,0,0.45892424997873604,/usr/local/texlive/2026/texmf-dist/doc/latex/elegantpaper/elegantpaper-cn.tex,elegantpaper,texlive_ctan_doc,compact_paper,citations_bibliography;color;crossrefs;custom_macros;display_math;figures_images;footnotes;lists;text_sectioning,medium,146,7810,d794b5e1754a3215eb02d41b9324d70a6280a23b82b04fd02c49a4f759241337,,
bxcjkjatype_bxcjkvert_4762decd,accepted,accepted,2,1.0998266250244342,/usr/local/texlive/2026/texmf-dist/doc/latex/bxcjkjatype/bxcjkvert.tex,bxcjkjatype,texlive_ctan_doc,compact_paper,color;crossrefs;custom_environments;custom_macros;fonts_symbols;footnotes;inline_math;lists;text_sectioning,medium,119,4790,9373f1f3d14096d046414a15b0705d606dc3ce46d997741910de7831eebd0ef6,c000063bce4c288158eea6d48ef77cf98139c5c798036164fe4afbdce498d1a7,data/texlive_seed_smoke/corpus/bxcjkjatype_bxcjkvert_4762decd
bxcjkjatype_bxcjkvert_ja_785d2d94,rejected,pdflatex_failed,0,0.13954541605198756,/usr/local/texlive/2026/texmf-dist/doc/latex/bxcjkjatype/bxcjkvert-ja.tex,bxcjkjatype,texlive_ctan_doc,compact_paper,color;crossrefs;custom_environments;custom_macros;fonts_symbols;footnotes;inline_math;lists;text_sectioning,medium,111,3356,071f0a24b5d9407abb75a20313d20a485d7ea3ad40b97e01942080013ae047f3,,
support_chklref_ff0e6d9f,rejected,pdflatex_failed,0,0.20991733396658674,/usr/local/texlive/2026/texmf-dist/doc/support/chklref/chklref.tex,support,texlive_ctan_doc,compact_paper,captions;crossrefs;custom_macros;display_math;figures_images;footnotes;inline_math;lists;text_sectioning,medium,101,6827,be88a9e74cb8cb0882a0107ccba1523a562136a35cf1ad951bc9d6719f935be3,,
pgf_periodictable_pgf_periodictablemanual_d0e79b81,rejected,source_tree_too_large,0,0.0,/usr/local/texlive/2026/texmf-dist/doc/latex/pgf-periodictable/pgf-PeriodicTableManual.tex,pgf-periodictable,texlive_ctan_doc,compact_paper,color;crossrefs;custom_macros;diagram_nodes_edges;figures_images;fonts_symbols;inline_math;lists;minipage_boxes;text_sectioning,large,352,29765,50dd287889df8174441ce62c53b7efdfc4f4d882b9a093ebde9350a71534b3c9,,
bgteubner_tex_typographie_23d89707,rejected,pdflatex_failed,0,0.12309408304281533,/usr/local/texlive/2026/texmf-dist/doc/latex/bgteubner/tex_typographie.tex,bgteubner,texlive_ctan_doc,paper_excerpt,captions;citations_bibliography;crossrefs;display_math;figures_images;footnotes;inline_math;minipage_boxes;text_sectioning,large,430,18391,97efe6432de913118da89d3e4306413f2e8f1f0b6d03812eeb73cc201f5fe690,,
xelatex_bib_index_2f8a2721,rejected,pdflatex_failed,0,0.1270670839585364,/usr/local/texlive/2026/texmf-dist/doc/xelatex/thesis-qom/bib-index.tex,xelatex,texlive_ctan_doc,paper_excerpt,captions;citations_bibliography;crossrefs;custom_macros;display_math;figures_images;footnotes;minipage_boxes;text_sectioning,large,205,11601,3c13a85cf08bdc6fd081e56de466ed60595e7665bdd84cd13dec0bd0cf31f0f9,,
otibet_unidoc_e11e3d43,rejected,pdflatex_failed,0,0.142548292002175,/usr/local/texlive/2026/texmf-dist/doc/latex/otibet/unidoc.tex,otibet,texlive_ctan_doc,paper_excerpt,citations_bibliography;crossrefs;custom_macros;inline_math;lists;multi_column;text_sectioning,medium,190,7313,524b17ca8596c993b242ceecc324511bd655d1f31f801537a9b1c2123825f62c,,
biblatex_chicago_cms_legal_sample_21bb5705,rejected,pdflatex_failed,0,0.13428062497405335,/usr/local/texlive/2026/texmf-dist/doc/latex/biblatex-chicago/cms-legal-sample.tex,biblatex-chicago,texlive_ctan_doc,paper_excerpt,citations_bibliography;crossrefs;custom_macros;fonts_symbols;footnotes;lists;text_sectioning,medium,140,5715,60d6f6d25e48c9eea3f6a953ff8b66c873570e12de015b9a62de003ea2a0317d,,
latex_dev_ltnews41_fda99c44,rejected,source_tree_too_large,0,0.0,/usr/local/texlive/2026/texmf-dist/doc/latex-dev/base/ltnews41.tex,latex-dev,texlive_ctan_doc,paper_excerpt,citations_bibliography;color;custom_macros;display_math;footnotes;inline_math;lists;text_sectioning,large,957,49130,45431a665c0f25395a9dd7cbd1394dfaceb5406ed3bfbf207b8e6f3d26c70ff3,,
tablor_tablor_22d925c5,rejected,pdflatex_failed,0,0.20251333300257102,/usr/local/texlive/2026/texmf-dist/doc/latex/tablor/tablor.tex,tablor,texlive_ctan_doc,math_short,color;crossrefs;custom_environments;custom_macros;display_math;figures_images;fonts_symbols;footnotes;inline_math;lists;text_sectioning,large,1541,61122,f101e8a23c8bec72a27f80f69cbab4145c9fc2234d90ce3bd6315c83c2b7767b,,
xstring_xstring_fr_aea1786e,rejected,pdflatex_failed,0,0.1749004579614848,/usr/local/texlive/2026/texmf-dist/doc/generic/xstring/xstring-fr.tex,xstring,texlive_ctan_doc,math_short,color;crossrefs;custom_environments;custom_macros;display_math;fonts_symbols;footnotes;inline_math;lists;minipage_boxes;text_sectioning,large,967,70288,11b132ff4dd687b2f07537b9a1a43df71ee4091ac13c0984fe5b929df80ac60c,,
abnt_abnt_doc_d2b81afa,rejected,pdflatex_failed,0,0.24158270901534706,/usr/local/texlive/2026/texmf-dist/doc/latex/abnt/abnt-doc.tex,abnt,texlive_ctan_doc,math_short,color;custom_macros;diagram_nodes_edges;display_math;figures_images;fonts_symbols;minipage_boxes;text_sectioning;tikz,medium,151,6693,e6b475b70ba1f38d1b5c74d54aee148c324959d86e280bc092bad3cce8e95d22,,
nag_nagdemo_1bbc2609,rejected,pdflatex_failed,0,0.3010120420367457,/usr/local/texlive/2026/texmf-dist/doc/latex/nag/nagdemo.tex,nag,texlive_ctan_doc,math_short,aligned_math;captions;crossrefs;display_math;figures_images;footnotes;inline_math;minipage_boxes;text_sectioning,medium,140,4484,0c55acfa54900339354504a61ff1248be52839cf81c3cb98f82307039f465deb,,
correctmathalign_correctmathalign_f9cff2e2,accepted,accepted,2,1.1007375830085948,/usr/local/texlive/2026/texmf-dist/doc/latex/correctmathalign/correctmathalign.tex,correctmathalign,texlive_ctan_doc,math_short,aligned_math;captions;crossrefs;custom_macros;display_math;figures_images;lists;minipage_boxes;text_sectioning,medium,99,3079,aa874626fab28a5011b3e4c33b6d86ed5621b62fee3924b8f199adce5ced230a,af3cfa530e73e3a09142f14a7c82af61bbc5da21d4df7d92a7be1fcf049714a1,data/texlive_seed_smoke/corpus/correctmathalign_correctmathalign_f9cff2e2
l2tabu_french_l2tabufr_08b72e3d,rejected,pdflatex_failed,0,0.7411001659929752,/usr/local/texlive/2026/texmf-dist/doc/latex/l2tabu-french/l2tabufr.tex,l2tabu-french,texlive_ctan_doc,table,aligned_math;captions;citations_bibliography;color;complex_table;crossrefs;custom_environments;custom_macros;display_math;figures_images;fonts_symbols;footnotes;inline_math;lists;minipage_boxes;multi_column;poster_blocks;simple_table;text_sectioning,large,1220,79692,465bb315df1a16b50271ce6e3f5e1e72cf9b6b1877b3e55d47bff760d770ec21,,
l2tabu_italian_l2tabuit_fa84312f,rejected,pdflatex_failed,0,1.1300795830320567,/usr/local/texlive/2026/texmf-dist/doc/latex/l2tabu-italian/l2tabuit.tex,l2tabu-italian,texlive_ctan_doc,table,aligned_math;captions;citations_bibliography;color;complex_table;crossrefs;custom_environments;custom_macros;display_math;figures_images;fonts_symbols;footnotes;inline_math;lists;minipage_boxes;multi_column;simple_table;text_sectioning,large,1597,70670,392e04cf40ea2035076bdb3f3878d8b7e92822c24a9e44c28dcb1497bac4cf48,,
l2tabu_l2tabu_ae95cfdf,rejected,pdflatex_failed,0,1.3591681250254624,/usr/local/texlive/2026/texmf-dist/doc/latex/l2tabu/l2tabu.tex,l2tabu,texlive_ctan_doc,table,aligned_math;captions;citations_bibliography;color;complex_table;crossrefs;custom_environments;custom_macros;display_math;figures_images;fonts_symbols;footnotes;inline_math;lists;minipage_boxes;multi_column;simple_table;text_sectioning,large,1486,62578,7d85ae177945d778c8309cfd0fac47043974bea0c3464bb13ec217abdeffabf9,,
formation_latex_ul_exercice_demo_c6932cb4,rejected,page_count_26,26,2.2578548330347985,/usr/local/texlive/2026/texmf-dist/doc/latex/formation-latex-ul/exercice-demo.tex,formation-latex-ul,texlive_ctan_doc,table,captions;citations_bibliography;color;complex_table;crossrefs;custom_environments;custom_macros;display_math;figures_images;fonts_symbols;footnotes;inline_math;lists;minipage_boxes;multi_column;simple_table;text_sectioning;theorems_proofs,large,1225,53518,de284ce8b4138d46851443223ccb728409e1bd0bcf5349751e2db0a349fd0bde,,
l2tabu_english_l2tabuen_bd822aac,rejected,pdflatex_failed,0,0.555158874951303,/usr/local/texlive/2026/texmf-dist/doc/latex/l2tabu-english/l2tabuen.tex,l2tabu-english,texlive_ctan_doc,table,captions;citations_bibliography;color;complex_table;crossrefs;custom_environments;custom_macros;display_math;figures_images;footnotes;inline_math;lists;minipage_boxes;multi_column;simple_table;text_sectioning,large,1542,76632,9708e05809daa7ae5be1b1d8c9dc5fe8a7dc62e0ffef0e51ddb209f94b2c5e44,,
bclogo_bclogo_doc_c96a1924,rejected,pdflatex_failed,0,0.9137444999651052,/usr/local/texlive/2026/texmf-dist/doc/latex/bclogo/bclogo-doc.tex,bclogo,texlive_ctan_doc,figure_diagram_plot,color;complex_table;crossrefs;custom_environments;custom_macros;diagram_nodes_edges;display_math;figures_images;fonts_symbols;footnotes;inline_math;lists;long_table;minipage_boxes;multi_column;text_sectioning;tikz,large,765,31951,b06818b24a1c0d8ea77ee9139226599dbd88a6f91aa07b0a42d20fab506ae81b,,
mpchess_mpchess_doc_fr_fa8b8228,rejected,pdflatex_failed,0,0.4610293750301935,/usr/local/texlive/2026/texmf-dist/doc/metapost/mpchess/mpchess-doc-fr.tex,mpchess,texlive_ctan_doc,figure_diagram_plot,captions;citations_bibliography;color;crossrefs;custom_macros;diagram_nodes_edges;display_math;figures_images;fonts_symbols;footnotes;inline_math;lists;minipage_boxes;simple_table;text_sectioning;tikz,large,1200,52474,2b18b8e9527fbcb7ed1e57d5592562d958a12283712e02db9cbed7a20fd6448b,,
fetamont_fetamont_typeface_4a8a5055,rejected,pdflatex_failed,0,0.49210341600701213,/usr/local/texlive/2026/texmf-dist/doc/fonts/fetamont/fetamont-typeface.tex,fetamont,texlive_ctan_doc,figure_diagram_plot,citations_bibliography;complex_table;diagram_nodes_edges;display_math;figures_images;fonts_symbols;footnotes;inline_math;lists;minipage_boxes;multi_column;simple_table;text_sectioning;tikz,large,1306,91670,022792db99efd110ff0c0d3e1a65b652506ae799ce6727114193fc52fc13889d,,
latex_notes_zh_cn_basics_7fd67451,rejected,pdflatex_failed,0,0.16667129105189815,/usr/local/texlive/2026/texmf-dist/doc/generic/latex-notes-zh-cn/src/basics.tex,latex-notes-zh-cn,texlive_ctan_doc,figure_diagram_plot,captions;citations_bibliography;complex_table;crossrefs;diagram_nodes_edges;figures_images;footnotes;inline_math;lists;minipage_boxes;multi_column;simple_table;text_sectioning;tikz,large,397,13586,fa7fba08ef35b3dee774ed22a8c66a152718a056de38b6db62d642633694260b,,
matapli_matapli_doc_9fecec5f,rejected,pdflatex_failed,0,0.7006680829799734,/usr/local/texlive/2026/texmf-dist/doc/latex/matapli/matapli-doc.tex,matapli,texlive_ctan_doc,figure_diagram_plot,citations_bibliography;crossrefs;custom_macros;diagram_nodes_edges;display_math;figures_images;footnotes;lists;minipage_boxes;multi_column;text_sectioning;theorems_proofs;tikz,large,528,23553,e681c558d4df9052923c36174ae54ee60c3a9ff34997c6e4e59d278d17ac933e,,
lualatex_luaplot_67d3e20d,rejected,pdflatex_failed,0,0.37636795797152445,/usr/local/texlive/2026/texmf-dist/doc/lualatex/luaplot/luaplot.tex,lualatex,texlive_ctan_doc,figure_diagram_plot,captions;citations_bibliography;color;complex_table;crossrefs;diagram_nodes_edges;figures_images;inline_math;lists;long_table;multi_column;text_sectioning;tikz,large,247,13141,d52458aba40ee16e5237b6700dca42846816617fca0160690441238d2e5906b8,,
abntexto_abntexto_f89a08ee,rejected,pdflatex_failed,0,0.5758328750380315,/usr/local/texlive/2026/texmf-dist/doc/latex/abntexto/abntexto.tex,abntexto,texlive_ctan_doc,algorithm,algorithm_pseudocode;captions;citations_bibliography;color;crossrefs;custom_macros;figures_images;fonts_symbols;footnotes;inline_math;minipage_boxes;text_sectioning,large,935,49340,776a4d0631de6baccdaf13bc83a4f1682888460ef729bfda0c9e7306a2a4849d,,
xelatex_hfutthesis_doc_ae25d022,rejected,pdflatex_failed,0,0.2647483749897219,/usr/local/texlive/2026/texmf-dist/doc/xelatex/hfutthesis/hfutthesis-doc.tex,xelatex,texlive_ctan_doc,algorithm,algorithm_pseudocode;captions;color;crossrefs;custom_macros;fonts_symbols;inline_math;lists;simple_table;text_sectioning,large,624,19613,7e800813bf0a0ab2aa5750a4a0375a1455013e475d6115971db2502c773d93c8,,
tcolorbox_tcolorbox_doc_listings_c8f28eca,rejected,pdflatex_failed,0,0.13941545801935717,/usr/local/texlive/2026/texmf-dist/doc/latex/tcolorbox/tcolorbox.doc.listings.tex,tcolorbox,texlive_ctan_doc,presentation,beamer_frames;citations_bibliography;color;complex_table;crossrefs;custom_environments;custom_macros;diagram_nodes_edges;display_math;figures_images;lists;multi_column;poster_blocks;simple_table;text_sectioning;tikz,large,1497,66331,bc433d09ff3d7c531921d24e48edc1a16a7b3e07d1e092faa43a1e84c64c0b6d,,
lshort_vietnamese_spec_d4f8a06a,rejected,pdflatex_failed,0,0.15202675003092736,/usr/local/texlive/2026/texmf-dist/doc/latex/lshort-vietnamese/src/spec.tex,lshort-vietnamese,texlive_ctan_doc,presentation,beamer_frames;captions;citations_bibliography;color;crossrefs;custom_macros;display_math;figures_images;fonts_symbols;footnotes;inline_math;lists;minipage_boxes;poster_blocks;simple_table;text_sectioning,large,778,54083,6fbf921b39ce30c4379c4abeee2dc526bf2a014fe55bf2b949067d75ff4edaed,,
cora_macs_cora_macs_doc_78713fd2,rejected,pdflatex_failed,0,3.239850333018694,/usr/local/texlive/2026/texmf-dist/doc/latex/cora-macs/cora-macs-doc.tex,cora-macs,texlive_ctan_doc,presentation,aligned_math;beamer_frames;captions;color;crossrefs;custom_macros;diagram_nodes_edges;display_math;figures_images;footnotes;inline_math;lists;minipage_boxes;pgfplots;text_sectioning;tikz,large,444,23361,54df2aa831350f420d05bbd104575509ce04bcf0aae4b6dc99051bfe068c9fd4,,
l2tabu_spanish_l2tabues_b96337bc,rejected,pdflatex_failed,0,0.6848538749618456,/usr/local/texlive/2026/texmf-dist/doc/latex/l2tabu-spanish/l2tabues.tex,l2tabu-spanish,texlive_ctan_doc,poster_layout,captions;citations_bibliography;color;complex_table;crossrefs;custom_environments;custom_macros;display_math;figures_images;footnotes;inline_math;lists;minipage_boxes;multi_column;poster_blocks;simple_table;text_sectioning,large,827,58709,b9e74b7c30a4079a42e95cb86927c428b1e814b9eff79477afe536bec7553864,,
sciposter_sciposter_example_e1a634cd,accepted,accepted,1,0.9246776250074618,/usr/local/texlive/2026/texmf-dist/doc/latex/sciposter/sciposterexample/sciposter-example.tex,sciposter,texlive_ctan_doc,poster_layout,algorithm_pseudocode;aligned_math;captions;citations_bibliography;color;crossrefs;custom_macros;display_math;figures_images;fonts_symbols;inline_math;lists;multi_column;poster_blocks;simple_table;text_sectioning;theorems_proofs,large,280,12749,cb83f1762408368021e275ba03587a953d2fcbb69de71c292067fa0dfa56ae4b,8b0b67eae16025c5c1bdc98677b5ce1de07a9bb4a2b81663ba845d66887cb5dc,data/texlive_seed_smoke/corpus/sciposter_sciposter_example_e1a634cd
latex_refsheet_latex_refsheet_8f4dac9f,rejected,page_count_4,4,6.861437875020783,/usr/local/texlive/2026/texmf-dist/doc/latex/latex-refsheet/LaTeX_RefSheet.tex,latex-refsheet,texlive_ctan_doc,cv_resume,aligned_math;captions;citations_bibliography;color;complex_table;crossrefs;custom_environments;custom_macros;display_math;figures_images;fonts_symbols;footnotes;inline_math;lists;minipage_boxes;multi_column;simple_table;text_sectioning,large,1283,63506,26eafb79a2a38fb38bfcb938858fb316df59935e9a1a9ee61f87098b86b4bdc4,,
memoirchapterstyles_memoirchapstyles_8c148b6b,rejected,pdflatex_failed,0,0.47395683301147074,/usr/local/texlive/2026/texmf-dist/doc/latex/memoirchapterstyles/MemoirChapStyles.tex,memoirchapterstyles,texlive_ctan_doc,cv_resume,citations_bibliography;color;complex_table;crossrefs;custom_environments;custom_macros;diagram_nodes_edges;display_math;figures_images;fonts_symbols;inline_math;lists;minipage_boxes;multi_column;simple_table;text_sectioning;theorems_proofs;tikz,large,1249,44751,819651fceb2e8ba4ad181ba5574f899bd7d62fa1e6a645483f429d4db5f6581f,,
schulmathematik_schulmathematik_0516d0d2,rejected,pdflatex_failed,0,0.529940708016511,/usr/local/texlive/2026/texmf-dist/doc/latex/schulmathematik/schulmathematik.tex,schulmathematik,texlive_ctan_doc,letter_form_teaching,aligned_math;citations_bibliography;color;complex_table;crossrefs;custom_macros;diagram_nodes_edges;display_math;figures_images;footnotes;inline_math;lists;long_table;minipage_boxes;multi_column;pgfplots;simple_table;text_sectioning;tikz,large,1249,71874,a70cfdd5772222b1171d220294733561b1ed974850d5404735accc7be43f4857,,
quran_quran_doc_b88de5cf,rejected,pdflatex_failed,0,0.502611791016534,/usr/local/texlive/2026/texmf-dist/doc/latex/quran/quran-doc.tex,quran,texlive_ctan_doc,letter_form_teaching,captions;color;complex_table;crossrefs;custom_environments;custom_macros;diagram_nodes_edges;figures_images;fonts_symbols;footnotes;inline_math;lists;long_table;minipage_boxes;multi_column;pgfplots;simple_table;text_sectioning;tikz,large,1156,60653,cd7fbf7352eae5f312283aed22c64566ec89b42101f1ce1402f133c7b512d6dd,,
ycbook_ycbook_doc_8afc1187,rejected,pdflatex_failed,0,0.19594525004504248,/usr/local/texlive/2026/texmf-dist/doc/latex/ycbook/ycbook-doc.tex,ycbook,texlive_ctan_doc,package_example,citations_bibliography;color;complex_table;custom_macros;diagram_nodes_edges;figures_images;fonts_symbols;footnotes;lists;multi_column;text_sectioning;tikz,large,242,13668,a7c6e335ea3378f453c1730a889f475ffe5d795fc601d4ed68b6cc9188a0a920,,
minutes_overview_893facd9,accepted,accepted,2,1.5003986660158262,/usr/local/texlive/2026/texmf-dist/doc/latex/minutes/Overview.tex,minutes,texlive_ctan_doc,package_example,complex_table;crossrefs;custom_macros;diagram_nodes_edges;inline_math;lists;long_table;multi_column;text_sectioning,medium,146,6518,bdba4f820b1c0a89d6f75c7df441d55f6d21fc044c444c89b51fc66e704cca0b,8f90e8a2b32c929f39a83bc036e87441c8c12eae3a0089c84a806b362698ebf1,data/texlive_seed_smoke/corpus/minutes_overview_893facd9
